VisitorId,Time entered,Time spent (mins),Money spent (euros),Day
1540,9:51:22 AM,62,13.15,1
2313,2:23:31 PM,28,12.6,1
7,6:14:07 PM,110,23.12,1
4558,9:36:51 AM,98,25.71,1
1421,3:53:59 PM,30,46.99,1
4651,11:44:46 AM,17,25.15,1
1812,3:07:33 PM,49,38.85,1
581,4:09:48 PM,46,22.96,1
4826,8:41:23 PM,82,41.76,1
2122,4:47:39 PM,54,38.09,1
1962,9:31:49 AM,54,14.56,1
1486,7:24:53 PM,46,21.05,1
2385,10:51:53 AM,90,12.49,1
1901,12:23:18 PM,68,16.79,1
3825,12:16:13 PM,120,36.84,1
4582,7:43:27 PM,14,12.37,1
2780,5:36:34 PM,81,27.66,1
564,8:30:57 PM,86,30.65,1
4653,4:53:01 PM,44,17.12,1
612,7:44:43 PM,51,42.13,1
579,9:51:41 AM,16,39.15,1
4454,12:45:25 PM,21,16.86,1
916,10:27:25 AM,57,24.51,1
1633,5:28:34 PM,33,39.95,1
3870,7:12:35 PM,71,28.29,1
1840,2:51:48 PM,45,19.78,1
671,5:03:44 PM,85,18.26,1
977,6:18:33 PM,95,45.12,1
2101,7:26:29 PM,43,38.15,1
3563,10:59:32 AM,41,18.21,1
4562,8:23:19 PM,101,23.48,1
3397,8:01:33 PM,72,20.85,1
628,3:31:33 PM,99,40.57,1
4598,6:04:16 PM,36,42.97,1
3697,5:35:44 PM,114,25.52,1
877,6:58:26 PM,84,46.83,1
2799,11:57:34 AM,114,10.92,1
4064,8:45:40 PM,50,11.13,1
902,9:19:49 AM,23,26.04,1
3809,9:53:19 AM,86,33.87,1
554,11:22:26 AM,87,26.42,1
4866,9:21:10 AM,104,26.18,1
5000,12:11:31 PM,75,15.58,1
2130,4:26:05 PM,119,10.82,1
3247,11:27:25 AM,73,28.71,1
3053,9:16:53 AM,84,20.8,1
1404,9:38:50 AM,113,12.99,1
4317,12:38:54 PM,85,20.33,1
500,2:50:26 PM,76,39.08,1
4227,1:04:19 PM,44,12.81,1
858,6:48:20 PM,119,42.85,1
1400,7:53:12 PM,49,32.68,1
2779,9:17:05 AM,95,44.86,1
3156,2:34:02 PM,43,41.44,1
3116,3:22:31 PM,90,30.9,1
4084,3:24:23 PM,35,10.26,1
1760,6:09:16 PM,98,12.41,1
1176,3:43:14 PM,74,28.56,1
3920,6:45:00 PM,29,37.87,1
2058,2:52:47 PM,56,45.88,1
314,2:28:05 PM,23,48.95,1
4057,11:20:48 AM,113,19.54,1
262,10:46:55 AM,66,19.76,1
218,11:49:30 AM,102,27.43,1
2026,4:20:03 PM,63,46.64,1
1691,8:08:50 PM,39,38.82,1
4025,8:00:50 PM,12,36.95,1
3661,1:27:24 PM,111,41.05,1
2754,1:56:13 PM,93,36.37,1
655,5:25:25 PM,117,44.4,1
3050,10:25:48 AM,97,29.19,1
4177,10:38:42 AM,38,16.71,1
1606,12:55:20 PM,25,47.34,1
4836,6:47:20 PM,12,35.25,1
667,8:58:08 PM,88,36.1,1
3728,5:18:01 PM,29,27.49,1
3530,12:32:45 PM,42,14.73,1
1798,7:03:05 PM,94,32.25,1
4945,1:30:03 PM,64,47.51,1
4283,4:09:34 PM,110,27.09,1
1007,12:44:10 PM,102,40.64,1
668,4:28:21 PM,40,42.44,1
1812,3:55:58 PM,58,42.71,1
4378,4:39:36 PM,23,38.86,1
2998,9:40:10 AM,24,29.77,1
4580,10:24:05 AM,77,17.94,1
2571,5:11:41 PM,57,49.08,1
765,4:51:10 PM,37,19.78,1
4793,12:25:05 PM,98,21.32,1
4041,4:03:54 PM,109,44.54,1
2164,8:36:03 PM,69,49.78,1
3272,11:11:00 AM,106,38.6,1
2466,5:44:43 PM,94,49.62,1
1392,2:31:48 PM,115,17.21,1
4463,11:07:07 AM,17,32.55,1
4411,9:31:38 AM,33,23.02,1
221,9:08:24 AM,98,24.93,1
1942,12:39:49 PM,29,15.37,1
3796,5:06:38 PM,86,38.32,1
2227,11:47:49 AM,12,23.77,1
4084,4:31:43 PM,25,37.19,1
4503,6:45:37 PM,45,48.54,1
5,12:27:07 PM,74,12.53,1
2088,9:52:19 AM,59,22.24,1
2050,10:20:52 AM,31,19.42,1
1592,12:18:28 PM,45,16.01,1
1248,1:49:22 PM,24,29.43,1
4408,9:20:36 AM,47,24.4,1
4722,2:22:02 PM,95,26.63,1
3382,7:33:45 PM,28,25.96,1
3804,8:50:40 PM,41,10.49,1
315,11:58:44 AM,10,27.84,1
2663,1:30:00 PM,11,42.77,1
2744,3:04:33 PM,40,48.18,1
4209,2:46:31 PM,72,20.12,1
2276,7:14:51 PM,14,40.78,1
3142,4:04:46 PM,39,20.77,1
4985,7:07:15 PM,75,29.71,1
4571,7:48:43 PM,27,14.94,1
4330,4:57:49 PM,34,14.64,1
644,4:31:54 PM,43,10.03,1
360,4:04:57 PM,77,26.84,1
1852,11:54:26 AM,83,21.84,1
4924,6:27:14 PM,25,33.19,1
3158,2:35:05 PM,98,36.82,1
3991,3:59:31 PM,25,32.94,1
4739,7:48:00 PM,69,43.57,1
2641,11:52:14 AM,113,43.89,1
3199,5:37:50 PM,22,14.82,1
3413,5:40:57 PM,42,17.09,1
1970,9:49:05 AM,30,32.43,1
2648,8:32:04 PM,60,37.41,1
4890,6:22:21 PM,44,16.37,1
4128,10:57:38 AM,68,44.55,1
1382,11:20:21 AM,88,37.3,1
4714,9:08:43 AM,11,22.87,1
3773,3:28:09 PM,110,13.81,1
731,12:19:02 PM,66,31.79,1
276,2:02:10 PM,51,44.4,1
3610,2:57:04 PM,83,30.67,1
4514,6:21:26 PM,31,11.78,1
400,2:09:05 PM,110,16.02,1
2153,3:32:49 PM,104,45.68,1
1976,1:48:40 PM,116,31.94,1
1911,2:55:53 PM,20,27.15,1
2884,11:32:49 AM,46,14.43,1
2390,8:33:59 PM,16,40.11,1
2601,1:00:37 PM,18,35.9,1
4892,7:49:34 PM,71,12.51,1
4635,6:38:00 PM,89,10.37,1
2376,4:28:39 PM,99,27.68,1
3002,1:51:50 PM,43,15.61,1
2695,11:07:09 AM,32,22.26,1
3943,9:36:02 AM,95,25.14,1
3442,5:24:53 PM,40,48.73,1
2844,11:59:29 AM,101,48.32,1
1486,8:17:59 PM,119,11.74,1
2956,7:34:30 PM,61,42.83,1
3255,7:12:50 PM,75,11.66,1
721,11:11:31 AM,52,19.29,1
4859,9:53:06 AM,115,30.08,1
2607,4:20:54 PM,76,47.99,1
1296,9:30:31 AM,47,48.49,1
4376,2:58:11 PM,61,45.14,1
4906,1:54:21 PM,89,20.51,1
1147,4:43:48 PM,49,32.13,1
1763,11:35:38 AM,65,32.14,1
3822,7:36:35 PM,15,46.84,1
894,8:31:18 PM,49,28.88,1
807,3:31:49 PM,103,20.23,1
2139,5:32:51 PM,103,26.31,1
848,3:14:57 PM,69,26.69,1
3920,2:18:30 PM,63,20.75,1
1195,9:54:50 AM,44,17.72,1
2164,8:26:16 PM,107,35.54,1
1806,11:31:17 AM,108,42.07,1
3139,3:14:53 PM,78,46.62,1
3983,12:00:21 PM,61,34.52,1
163,11:58:41 AM,13,12.9,1
3054,2:26:08 PM,82,21.49,1
1463,1:42:13 PM,30,10.21,1
2267,9:19:22 AM,80,41.12,1
4252,11:55:31 AM,86,11.02,1
4852,6:18:39 PM,10,41.37,1
459,4:15:36 PM,84,19.23,1
4455,8:24:09 PM,69,25.5,1
3329,5:57:37 PM,95,23.18,1
175,1:13:01 PM,107,19.69,1
4979,9:43:15 AM,37,34.02,1
4306,6:31:25 PM,117,47.56,1
1230,9:51:57 AM,59,39.3,1
3220,12:46:46 PM,64,10.93,1
3952,7:53:18 PM,77,14.48,1
3438,4:27:18 PM,114,39.45,1
3172,10:08:34 AM,53,35.13,1
3445,9:33:54 AM,98,10.06,1
1042,8:01:12 PM,36,40.25,1
403,4:25:56 PM,20,29.35,1
2107,4:58:25 PM,59,22.63,1
4127,10:47:04 AM,74,48.17,1
4387,10:45:05 AM,38,11.83,1
339,9:40:23 AM,100,46.2,1
601,5:24:44 PM,36,34.7,1
1909,5:02:00 PM,43,37.36,1
615,6:47:13 PM,64,47.06,1
981,5:27:27 PM,18,27.18,1
2821,9:59:42 AM,81,36.18,1
903,6:03:27 PM,106,32.66,1
2283,12:50:40 PM,77,32.86,1
3345,2:10:37 PM,44,24.46,1
378,8:31:59 PM,37,11.77,1
2658,4:42:06 PM,61,20.49,1
3954,12:43:19 PM,89,35.16,1
3008,10:28:57 AM,30,17.69,1
4702,10:01:20 AM,110,38.57,1
1162,11:01:43 AM,82,24.9,1
1730,1:23:06 PM,27,33.38,1
2766,11:44:57 AM,35,11.65,1
2252,8:24:13 PM,49,25.35,1
4289,3:43:00 PM,107,27.7,1
3590,7:50:26 PM,69,12.58,1
15,2:36:49 PM,84,12.43,1
4036,5:38:34 PM,59,44.02,1
2330,12:26:02 PM,92,25.54,1
4956,6:44:17 PM,64,12.41,1
4006,7:45:19 PM,27,42.97,1
4340,5:09:01 PM,104,40.43,1
3843,11:35:34 AM,48,42.19,1
2555,5:34:03 PM,93,16.51,1
1506,5:01:26 PM,80,11.67,1
2867,12:13:44 PM,32,20.81,1
2584,3:12:03 PM,34,39.55,1
675,12:05:59 PM,50,16.7,1
2985,5:56:45 PM,113,41.43,1
4873,11:54:09 AM,73,35.16,1
2794,8:04:27 PM,22,42.15,1
2080,4:37:08 PM,111,18.95,1
476,6:18:17 PM,41,10.45,1
3132,7:47:29 PM,73,37.27,1
4576,7:47:25 PM,50,35.42,1
417,7:42:22 PM,61,22.03,1
4942,2:05:06 PM,47,38.69,1
4195,3:13:02 PM,94,23.13,1
2580,9:13:58 AM,29,29.03,1
2037,12:40:53 PM,45,12.26,1
2847,4:50:38 PM,117,36.37,1
118,9:05:27 AM,52,30.18,1
87,10:01:04 AM,111,32.64,1
2276,10:01:57 AM,108,15.75,1
2450,1:05:33 PM,88,20.09,1
5,4:01:41 PM,56,14.8,1
4659,10:48:07 AM,107,47.29,1
3104,1:18:09 PM,93,19.0,1
1017,9:31:51 AM,53,42.32,1
1262,2:28:06 PM,115,20.72,1
732,1:17:13 PM,60,20.39,1
497,11:11:18 AM,45,45.83,1
2925,11:25:45 AM,80,24.64,1
4008,4:32:06 PM,107,25.68,1
3060,1:10:53 PM,81,49.47,1
4999,9:25:18 AM,57,28.75,1
679,2:24:32 PM,93,15.62,1
3816,2:22:43 PM,101,25.41,1
3923,2:31:11 PM,78,31.94,1
3477,7:45:32 PM,116,10.15,1
863,7:25:12 PM,109,20.01,1
2103,5:18:39 PM,69,38.87,1
3458,3:31:55 PM,56,47.88,1
2459,2:02:57 PM,25,22.28,1
3553,9:23:36 AM,82,29.62,1
4280,5:36:22 PM,37,20.22,1
4151,6:19:26 PM,84,16.57,1
2767,5:12:56 PM,54,15.84,1
4701,10:46:13 AM,64,21.66,1
3463,6:15:47 PM,114,20.44,1
2397,12:06:02 PM,58,18.44,1
3366,4:30:47 PM,47,28.28,1
2735,7:39:18 PM,60,28.51,1
496,9:38:16 AM,91,49.29,1
248,11:02:54 AM,42,47.6,1
4227,5:16:17 PM,91,24.64,1
99,6:26:21 PM,79,26.27,1
3835,6:02:03 PM,109,17.48,1
2885,7:11:09 PM,64,13.91,1
1182,7:04:00 PM,42,12.28,1
960,3:07:22 PM,89,45.59,1
4210,7:51:53 PM,41,19.5,1
636,9:27:44 AM,118,18.66,1
2905,11:32:04 AM,27,13.32,1
3293,12:06:42 PM,94,33.48,1
3726,6:59:46 PM,109,25.19,1
1814,9:13:04 AM,59,27.93,1
3144,12:48:57 PM,95,44.59,1
1370,12:36:48 PM,54,18.64,1
3956,3:50:52 PM,24,23.93,1
1725,2:00:54 PM,62,28.79,1
3077,5:17:29 PM,13,27.94,1
2756,6:08:47 PM,61,28.38,1
3852,3:01:24 PM,10,10.51,1
3841,8:17:34 PM,27,45.95,1
1322,6:36:01 PM,19,20.18,1
1621,1:42:25 PM,14,15.83,1
2108,3:47:21 PM,32,48.46,1
437,4:10:29 PM,65,24.45,1
2189,9:14:58 AM,107,24.94,1
3488,12:39:49 PM,29,43.99,1
3698,3:06:42 PM,110,11.73,1
3053,12:30:38 PM,87,31.48,1
1533,7:50:53 PM,111,49.73,1
2991,12:54:56 PM,84,26.14,1
4182,4:39:35 PM,34,35.57,1
4837,1:08:42 PM,111,14.61,1
3155,12:55:47 PM,42,46.95,1
3805,8:09:14 PM,38,46.6,1
207,7:24:46 PM,71,14.14,1
4892,12:34:43 PM,94,39.78,1
4918,1:34:17 PM,80,15.52,1
2060,5:10:46 PM,100,48.35,1
550,9:33:33 AM,17,21.87,1
2724,7:24:10 PM,69,31.01,1
223,11:23:30 AM,18,30.07,1
3789,4:07:51 PM,26,10.59,1
4613,5:08:07 PM,27,20.74,1
3629,10:49:19 AM,64,17.92,1
867,5:24:49 PM,71,44.95,1
2602,4:26:12 PM,82,18.19,1
2453,11:21:23 AM,15,43.87,1
3990,4:44:19 PM,54,37.4,1
2413,6:01:07 PM,16,21.49,1
3840,7:02:47 PM,61,38.27,1
3345,2:54:00 PM,117,13.93,1
4114,1:56:30 PM,50,12.89,1
2764,3:43:56 PM,19,15.58,1
2002,1:41:09 PM,67,40.03,1
2544,2:04:02 PM,38,39.84,1
3349,1:35:38 PM,49,39.13,1
5000,10:37:30 AM,39,35.42,1
852,9:01:24 AM,21,24.53,1
2293,5:41:50 PM,21,38.66,1
4482,1:54:59 PM,47,33.11,1
1607,2:36:55 PM,71,12.73,1
3206,7:57:16 PM,43,31.93,1
2882,9:48:19 AM,110,27.53,1
4480,9:28:00 AM,57,23.79,1
1328,5:00:50 PM,99,31.83,1
461,1:08:35 PM,94,33.59,1
4035,5:17:35 PM,89,23.68,1
1530,11:29:32 AM,110,40.37,1
679,9:59:04 AM,17,17.28,1
3794,1:05:15 PM,113,28.57,1
4937,3:57:43 PM,46,20.35,1
4274,12:40:17 PM,12,29.97,1
698,8:06:10 PM,67,21.57,1
3467,9:00:48 AM,60,43.26,1
4757,11:56:59 AM,47,48.83,1
5000,5:07:35 PM,102,15.46,1
534,7:53:32 PM,87,20.34,1
2586,4:02:04 PM,77,37.37,1
4648,7:30:04 PM,82,31.26,1
4978,3:38:40 PM,12,25.91,1
2070,1:30:14 PM,72,17.74,1
599,8:29:30 PM,116,25.08,1
2165,3:04:48 PM,117,24.73,1
383,2:20:55 PM,17,35.83,1
2391,12:02:12 PM,68,14.74,1
4108,1:04:35 PM,85,43.99,1
574,7:20:36 PM,113,24.54,1
2293,10:40:06 AM,47,37.72,1
4984,8:42:06 PM,52,23.38,1
68,3:03:51 PM,76,40.29,1
14,4:09:16 PM,89,46.51,1
819,1:09:01 PM,75,45.26,1
2338,7:17:54 PM,115,21.3,1
4227,3:29:03 PM,16,22.76,1
3375,9:47:53 AM,48,33.2,1
3457,5:11:56 PM,73,23.18,1
3551,5:35:12 PM,68,29.38,1
748,4:24:18 PM,63,28.99,1
2194,9:28:21 AM,72,16.84,1
1421,8:36:35 PM,19,13.94,1
582,6:49:47 PM,28,43.07,1
2679,10:35:33 AM,39,15.06,1
258,5:31:00 PM,69,26.07,1
4466,2:28:06 PM,24,48.51,1
3461,5:30:48 PM,85,29.1,1
3430,12:47:22 PM,72,26.39,1
49,10:30:08 AM,104,17.32,1
1036,6:42:03 PM,111,39.61,1
3320,3:33:37 PM,18,24.71,1
3825,11:10:31 AM,26,23.84,1
1074,11:59:21 AM,14,42.6,1
4439,10:28:59 AM,20,20.34,1
1550,2:23:21 PM,42,16.35,1
3555,10:54:52 AM,31,34.63,1
1843,7:43:28 PM,35,45.41,1
2836,12:01:53 PM,99,17.76,1
4714,12:45:10 PM,32,31.49,1
2208,1:10:06 PM,54,25.12,1
3465,4:18:47 PM,94,28.94,1
2195,8:13:26 PM,91,32.07,1
3525,6:24:57 PM,99,32.34,1
3105,8:01:31 PM,59,40.09,1
1615,2:02:27 PM,81,30.15,1
2066,4:38:10 PM,75,17.29,1
3378,6:14:19 PM,46,28.69,1
3442,7:39:53 PM,39,11.64,1
2573,1:33:33 PM,37,13.63,1
3061,7:22:15 PM,59,27.77,1
4553,12:53:28 PM,16,31.29,1
691,5:48:17 PM,95,45.66,1
189,4:59:03 PM,74,29.76,1
1084,12:00:30 PM,22,10.37,1
535,6:04:41 PM,34,10.02,1
1826,5:57:50 PM,117,30.13,1
3557,1:05:40 PM,107,46.11,1
4393,2:15:49 PM,71,23.94,1
3152,7:44:30 PM,110,36.49,1
3768,2:41:24 PM,36,47.85,1
645,5:56:53 PM,59,31.72,1
4226,3:40:45 PM,109,45.43,1
3368,2:28:14 PM,16,43.15,1
2087,3:59:52 PM,41,34.34,1
3704,1:00:07 PM,61,37.91,1
3669,7:45:54 PM,24,36.19,1
4618,6:16:49 PM,18,49.69,1
453,1:45:19 PM,96,17.4,1
1603,3:08:41 PM,72,37.19,1
4122,12:24:24 PM,63,33.01,1
1209,6:01:15 PM,15,25.41,1
3042,10:19:29 AM,105,26.86,1
2679,10:44:51 AM,62,42.59,1
739,4:17:06 PM,44,31.84,1
123,11:03:15 AM,36,26.55,1
1423,2:25:11 PM,29,29.21,1
3802,1:34:30 PM,42,22.02,1
4997,6:03:23 PM,14,41.0,1
2935,3:58:00 PM,20,44.42,1
546,2:08:02 PM,67,19.51,1
830,8:20:33 PM,100,31.91,1
902,2:48:16 PM,82,48.92,1
1338,2:08:21 PM,63,27.06,1
2613,5:46:32 PM,114,47.68,1
2946,1:44:01 PM,107,32.95,1
3285,11:29:32 AM,51,21.83,1
1424,12:38:46 PM,48,12.26,1
3491,7:17:04 PM,118,45.69,1
1365,6:22:33 PM,28,22.76,1
4310,12:59:24 PM,29,16.99,1
1850,6:05:49 PM,38,41.32,1
124,2:29:33 PM,56,12.89,1
3350,1:23:48 PM,96,43.94,1
835,11:55:32 AM,106,35.2,1
4121,8:27:59 PM,11,49.69,1
3080,7:20:43 PM,25,31.6,1
4724,7:46:14 PM,57,17.46,1
2023,5:07:14 PM,25,43.35,1
2566,12:14:00 PM,65,48.38,1
4625,9:14:33 AM,50,28.45,1
491,3:04:16 PM,67,25.2,1
2191,8:03:47 PM,106,17.0,1
2280,7:48:28 PM,69,44.72,1
2028,10:36:22 AM,27,25.67,1
1349,6:28:55 PM,45,42.11,1
4328,5:56:50 PM,69,27.67,1
2909,6:28:48 PM,116,32.76,1
840,5:32:12 PM,19,36.78,1
1101,9:52:56 AM,52,18.05,1
3406,7:54:26 PM,116,27.6,1
391,3:37:42 PM,64,44.21,1
3365,10:25:03 AM,91,30.46,1
1036,11:21:52 AM,20,32.38,1
1275,7:37:16 PM,51,44.5,1
4047,12:39:18 PM,98,29.83,1
3240,10:45:17 AM,23,14.35,1
4447,1:45:11 PM,45,22.1,1
4555,6:29:09 PM,112,19.13,1
466,1:44:48 PM,81,44.59,1
4135,10:30:19 AM,119,16.74,1
1518,6:27:39 PM,40,21.18,1
4486,10:39:47 AM,82,34.06,1
3676,1:50:31 PM,86,47.15,1
275,12:15:42 PM,85,34.57,1
1062,7:58:24 PM,52,21.29,1
2071,10:31:11 AM,101,19.49,1
2339,12:06:14 PM,93,16.03,1
3117,10:27:27 AM,67,24.43,1
202,6:19:33 PM,85,38.34,1
1662,2:31:28 PM,31,24.28,1
1796,8:09:09 PM,12,22.89,1
4951,5:40:18 PM,99,11.16,1
3924,9:39:47 AM,110,31.43,1
329,10:06:47 AM,118,25.52,1
131,4:53:26 PM,62,19.35,1
4645,10:29:11 AM,58,19.3,1
967,10:11:06 AM,67,48.33,1
1694,6:28:38 PM,19,45.02,1
1832,9:04:31 AM,80,33.52,1
445,5:07:47 PM,113,25.24,1
3703,9:12:40 AM,27,41.74,1
3527,9:29:10 AM,80,44.13,1
4931,1:17:50 PM,44,14.38,1
1821,6:45:14 PM,75,16.02,1
1258,10:46:52 AM,36,40.73,1
218,10:51:49 AM,39,39.94,1
1964,12:11:18 PM,114,14.02,1
4829,7:30:53 PM,47,32.56,1
4754,1:32:39 PM,11,33.53,1
3311,12:39:54 PM,14,48.28,1
2612,7:12:39 PM,43,27.13,1
1051,8:03:48 PM,42,37.41,1
2166,2:05:51 PM,12,40.58,1
2417,3:45:07 PM,16,20.16,1
10,3:03:54 PM,23,40.25,1
2548,8:03:09 PM,60,11.01,1
1310,2:31:43 PM,69,17.23,1
2422,6:57:14 PM,116,29.72,1
3949,10:59:07 AM,67,18.78,1
1559,9:22:02 AM,95,37.03,1
4498,12:56:27 PM,52,34.31,1
1303,5:10:47 PM,83,25.84,1
3054,9:29:14 AM,11,22.67,1
1050,7:58:33 PM,31,15.73,1
1552,1:48:40 PM,85,15.37,1
1982,7:21:02 PM,11,20.1,1
721,4:47:42 PM,103,19.8,1
2377,5:18:58 PM,31,28.22,1
1665,8:45:55 PM,15,19.79,1
385,10:59:26 AM,91,17.91,1
687,3:33:28 PM,100,25.71,1
2562,9:01:04 AM,53,29.0,1
2075,7:17:26 PM,35,36.84,1
850,12:14:05 PM,16,45.97,1
634,3:21:10 PM,58,26.52,1
3567,8:26:25 PM,13,44.92,1
1566,5:39:28 PM,48,39.86,1
2286,12:24:39 PM,22,37.14,1
3797,4:34:25 PM,110,10.72,1
2186,4:11:22 PM,20,49.4,1
177,6:06:58 PM,25,42.52,1
689,3:55:06 PM,41,21.73,1
1581,6:33:59 PM,109,18.87,1
4934,11:51:05 AM,78,45.69,1
267,11:39:44 AM,61,28.28,1
3644,6:20:38 PM,83,33.31,1
1645,5:38:34 PM,54,22.83,1
2397,3:11:35 PM,58,14.36,1
393,7:27:54 PM,100,19.0,1
83,4:46:00 PM,93,19.88,1
2930,12:17:15 PM,60,30.15,1
2138,1:47:22 PM,100,34.24,1
131,1:18:19 PM,23,25.01,1
2944,3:36:41 PM,47,42.47,1
4384,5:25:16 PM,16,31.8,1
179,2:37:11 PM,74,14.58,1
955,6:20:21 PM,101,19.43,1
2067,10:47:12 AM,31,18.56,1
4699,7:31:51 PM,51,28.81,1
4306,1:47:11 PM,114,11.41,1
1865,4:35:33 PM,19,47.61,1
3722,2:36:47 PM,25,18.0,1
1348,7:44:14 PM,85,47.48,1
72,2:06:13 PM,25,30.24,1
3019,8:00:02 PM,27,30.51,1
4210,2:54:05 PM,50,11.74,1
414,9:57:36 AM,25,48.76,1
4129,9:09:01 AM,64,42.87,1
4265,3:14:53 PM,69,31.62,1
121,6:55:55 PM,112,49.95,1
2271,10:20:25 AM,43,37.04,1
1848,3:36:23 PM,74,47.41,1
763,4:20:35 PM,76,48.12,1
652,12:24:27 PM,66,48.28,1
3233,10:48:53 AM,29,33.37,1
2129,5:14:14 PM,97,35.88,1
2704,1:27:18 PM,47,14.45,1
2352,11:08:20 AM,35,12.39,1
495,10:16:21 AM,90,24.6,1
35,1:47:29 PM,85,11.19,1
4472,4:13:21 PM,111,38.14,1
1045,7:24:59 PM,36,20.9,1
248,10:33:54 AM,19,20.32,1
3011,5:06:21 PM,52,37.53,1
2854,12:55:26 PM,20,28.99,1
4337,10:14:33 AM,94,31.41,1
3966,3:25:53 PM,59,48.99,1
1953,11:28:49 AM,27,14.04,1
4772,12:44:30 PM,42,40.76,1
1892,1:14:06 PM,118,34.55,1
1713,1:08:18 PM,66,14.68,1
4353,3:59:51 PM,69,17.01,1
2416,9:36:21 AM,35,10.26,1
290,5:25:55 PM,13,37.23,1
2607,2:25:35 PM,43,18.58,1
1404,8:24:57 PM,117,37.74,1
2756,10:24:48 AM,83,24.85,1
2342,12:41:05 PM,108,40.83,1
4026,8:48:06 PM,83,49.21,1
3245,8:35:13 PM,23,12.63,1
4114,1:04:01 PM,39,27.6,1
2972,1:13:32 PM,47,43.45,1
110,6:19:40 PM,67,33.97,1
3400,12:12:01 PM,114,31.38,1
4366,2:01:59 PM,45,34.25,1
3948,7:56:45 PM,95,33.17,1
3551,9:35:18 AM,54,29.3,1
2182,10:55:08 AM,27,35.26,1
4378,6:03:00 PM,25,43.62,1
1287,7:07:40 PM,92,10.63,1
3763,9:47:18 AM,62,11.56,1
4179,4:09:11 PM,73,17.26,1
4071,2:58:08 PM,83,46.3,1
247,9:32:18 AM,85,44.44,1
265,8:05:47 PM,15,49.41,1
2545,6:08:12 PM,90,20.95,1
2420,3:03:51 PM,75,40.58,1
1076,6:31:59 PM,95,24.46,1
1639,4:45:17 PM,113,36.45,1
392,12:10:54 PM,37,33.42,1
4446,7:58:44 PM,109,13.98,1
2304,1:08:00 PM,101,28.28,1
4899,9:06:08 AM,81,32.54,1
74,10:14:34 AM,51,21.54,1
4033,4:51:15 PM,12,44.19,1
1267,12:32:41 PM,88,39.58,1
2987,12:37:31 PM,98,12.24,1
1871,1:39:03 PM,88,40.75,1
814,10:17:46 AM,41,36.2,1
4405,12:25:24 PM,74,31.23,1
4932,4:40:53 PM,35,30.96,1
3928,9:43:06 AM,43,17.49,1
4247,5:27:50 PM,50,43.78,1
4937,1:08:16 PM,47,35.53,1
1932,10:44:46 AM,76,22.65,1
1376,9:17:14 AM,51,45.01,1
3763,12:37:59 PM,29,23.68,1
3712,1:44:14 PM,104,30.98,1
4605,1:52:37 PM,97,35.87,1
78,2:46:19 PM,93,20.46,1
525,6:57:02 PM,116,15.06,1
4620,7:04:49 PM,102,28.98,1
144,8:54:31 PM,85,28.9,1
4216,3:36:08 PM,69,37.95,1
2217,5:32:30 PM,52,23.31,1
2939,4:59:34 PM,98,49.78,1
4435,6:28:30 PM,120,41.3,1
1666,6:33:24 PM,119,34.03,1
1107,2:32:28 PM,89,12.32,1
2219,11:14:59 AM,49,23.55,1
895,12:55:47 PM,107,39.96,1
2506,10:36:18 AM,48,17.8,1
875,8:32:23 PM,113,13.56,1
2570,12:55:28 PM,74,36.08,1
4,9:14:59 AM,104,33.4,1
3962,5:03:02 PM,14,23.46,1
4055,10:54:44 AM,37,31.25,1
3150,4:22:36 PM,16,12.34,1
1551,1:15:27 PM,115,15.42,1
1387,7:57:45 PM,25,43.36,1
1502,9:27:34 AM,102,19.89,1
1017,7:18:37 PM,42,14.77,1
1353,9:19:22 AM,33,31.79,1
3052,12:47:34 PM,15,20.18,1
1268,6:36:21 PM,118,19.42,1
3767,5:11:36 PM,78,19.01,1
2660,4:29:42 PM,116,34.35,1
2343,5:38:46 PM,69,45.3,1
875,8:03:55 PM,83,11.96,1
1916,1:33:21 PM,35,38.95,1
651,6:03:37 PM,100,49.87,1
4910,2:47:09 PM,91,29.24,1
1310,7:15:00 PM,86,45.4,1
3193,11:27:11 AM,37,23.51,1
367,11:52:35 AM,66,42.89,1
3264,6:41:06 PM,95,30.6,1
2883,10:26:06 AM,49,30.64,1
1666,2:44:41 PM,97,31.5,1
4632,11:15:18 AM,90,12.79,1
282,10:41:01 AM,102,16.37,1
318,3:31:35 PM,82,10.66,1
1353,6:09:52 PM,67,44.46,1
2284,12:12:36 PM,55,19.13,1
733,1:42:41 PM,62,23.6,1
4643,11:44:15 AM,51,31.08,1
4307,9:16:14 AM,22,30.68,1
243,11:58:15 AM,14,31.92,1
372,12:03:07 PM,49,36.11,1
157,6:41:32 PM,32,39.8,1
4802,9:39:13 AM,18,43.81,1
4039,11:03:47 AM,43,17.84,1
393,8:34:39 PM,62,44.57,1
4693,12:47:13 PM,56,46.97,1
2464,12:57:03 PM,43,45.68,1
4616,4:16:31 PM,92,49.02,1
1984,6:41:52 PM,18,27.29,1
3825,8:46:33 PM,20,18.37,1
1197,2:27:38 PM,103,16.66,1
2229,2:46:51 PM,31,30.64,1
3162,4:55:09 PM,114,35.43,1
3708,5:02:18 PM,28,20.96,1
2873,11:10:40 AM,72,44.42,1
735,6:08:19 PM,52,34.14,1
1060,10:48:00 AM,66,34.01,1
3208,3:05:18 PM,61,42.58,1
3126,6:59:35 PM,77,33.58,1
4835,4:03:12 PM,80,30.72,1
