VisitorId,Time entered,Time spent (mins),Money spent (euros),Day
1376,7:35:21 PM,420,46.02,4
1376,2:37:12 PM,360,135.15,5
1546,10:31:10 AM,12,49.8,1
1546,4:43:17 PM,187,34.57,2
1546,5:53:36 PM,193,127.21,3
1546,5:25:50 PM,58,87.43,4
1546,6:06:19 PM,560,198.74,5
1546,5:02:43 PM,434,216.56,6
1546,11:33:30 AM,433,170.26,7
3358,3:58:25 PM,30,37.75,1
3358,11:46:38 AM,54,86.09,2
3358,12:06:42 PM,186,71.63,3
3358,4:42:19 PM,162,58.16,4
3358,12:19:15 PM,590,158.7,5
3358,7:44:42 PM,719,114.19,6
4124,6:36:04 PM,37,42.0,1
4124,8:02:10 PM,137,86.35,2
1039,1:18:47 PM,23,44.0,1
1039,7:31:36 PM,113,35.41,2
1039,11:21:06 AM,334,78.73,3
1039,3:34:51 PM,159,115.15,4
1039,10:14:02 AM,417,91.01,5
1491,5:57:56 PM,84,15.67,1
1491,11:32:42 AM,104,69.39,2
1491,4:21:08 PM,63,47.57,3
1491,12:16:20 PM,109,118.73,4
1491,7:51:16 PM,186,67.56,5
1491,9:06:01 AM,420,240.84,6
2973,6:04:36 PM,39,39.61,1
2973,9:04:58 AM,187,41.34,2
2973,8:44:12 PM,326,101.36,3
3339,10:05:33 AM,98,46.74,1
3339,4:38:05 PM,56,91.14,2
3339,8:58:18 PM,123,104.36,3
4385,6:31:29 PM,109,24.56,1
4385,4:35:58 PM,69,62.07,2
2773,4:36:07 PM,52,40.91,1
2773,9:28:58 AM,181,80.46,2
2773,8:47:40 PM,126,97.98,3
2773,9:44:19 AM,83,48.38,4
2773,3:08:25 PM,134,186.5,5
2773,3:53:43 PM,266,61.56,6
2773,5:05:53 PM,831,151.56,7
4590,12:42:25 PM,16,28.16,1
4590,10:46:31 AM,220,53.91,2
4590,4:28:59 PM,343,35.04,3
1827,4:55:27 PM,43,41.64,1
1827,8:55:55 PM,83,78.68,2
754,11:54:00 AM,115,49.94,1
754,1:24:46 PM,47,31.41,2
2197,1:40:56 PM,117,18.52,1
2197,5:56:29 PM,118,80.67,2
3492,8:33:44 PM,10,22.31,1
3492,1:44:58 PM,87,48.41,2
3492,9:31:39 AM,46,42.32,3
3492,9:04:39 AM,293,164.69,4
1509,2:27:13 PM,102,19.62,1
1509,3:54:16 PM,61,80.79,2
1509,3:37:20 PM,69,43.51,3
1509,3:07:41 PM,169,175.98,4
1196,11:36:24 AM,21,43.17,1
1196,10:18:24 AM,28,43.35,2
3560,12:09:53 PM,89,15.07,1
3560,4:59:26 PM,131,75.65,2
3560,12:46:54 PM,47,53.4,3
4085,12:57:50 PM,65,24.52,1
4085,10:16:22 AM,212,72.02,2
2564,1:53:43 PM,25,11.18,1
972,11:10:35 AM,84,35.98,1
972,8:29:20 PM,68,69.59,2
972,10:18:03 AM,107,33.14,3
972,10:45:59 AM,273,71.16,4
972,1:54:52 PM,331,244.72,5
1628,6:27:13 PM,41,31.67,1
1628,10:08:21 AM,158,34.18,2
4478,9:59:55 AM,50,43.28,1
646,11:25:50 AM,115,25.13,1
646,9:37:27 AM,177,28.85,2
646,5:14:19 PM,190,123.62,3
646,7:51:30 PM,258,131.74,4
646,11:21:23 AM,83,194.67,5
646,3:58:30 PM,485,242.57,6
2818,5:02:57 PM,78,17.79,1
2818,3:08:12 PM,21,63.48,2
2818,4:07:41 PM,318,68.68,3
2818,1:35:10 PM,392,68.06,4
2818,1:20:25 PM,452,204.12,5
2818,2:18:01 PM,360,248.85,6
2818,5:12:11 PM,530,145.95,7
904,5:35:30 PM,42,17.29,1
904,9:01:35 AM,207,79.74,2
904,8:11:58 PM,360,105.54,3
904,1:38:17 PM,325,43.21,4
904,8:59:18 PM,387,148.36,5
904,1:17:15 PM,405,232.67,6
904,5:13:57 PM,223,308.82,7
1282,6:03:43 PM,89,28.91,1
1282,5:31:03 PM,50,38.62,2
1282,9:11:05 AM,93,44.25,3
1282,9:14:42 AM,476,137.05,4
1282,12:41:12 PM,523,91.98,5
1282,6:30:33 PM,127,220.55,6
3034,8:48:50 PM,50,45.9,1
3034,3:56:53 PM,56,56.66,2
3034,10:38:23 AM,126,114.98,3
3034,8:42:21 PM,258,120.73,4
3034,1:22:01 PM,488,199.17,5
1619,6:23:16 PM,14,22.03,1
1619,10:36:45 AM,181,96.21,2
1619,4:25:40 PM,322,85.52,3
1619,2:07:45 PM,111,137.82,4
1619,6:51:20 PM,137,88.83,5
1619,6:16:51 PM,617,277.34,6
4632,10:03:53 AM,29,27.04,1
4627,8:27:45 PM,44,43.96,1
4627,6:24:17 PM,82,37.08,2
4627,1:51:23 PM,124,115.4,3
3319,2:40:52 PM,47,10.41,1
3319,6:27:09 PM,22,85.8,2
3319,2:43:00 PM,67,81.96,3
3319,1:43:10 PM,324,52.87,4
3319,8:23:56 PM,59,116.76,5
4203,11:19:27 AM,39,15.41,1
4203,4:10:11 PM,210,98.04,2
4203,10:15:36 AM,144,90.74,3
1784,1:55:28 PM,63,37.59,1
1784,10:30:59 AM,83,70.22,2
1784,3:54:49 PM,138,141.87,3
1784,11:42:05 AM,365,93.23,4
1342,11:48:33 AM,78,45.99,1
1342,10:02:56 AM,224,45.7,2
1342,5:52:01 PM,56,81.49,3
1342,8:52:01 PM,365,132.71,4
1342,6:44:27 PM,532,217.93,5
1342,10:20:50 AM,289,292.27,6
1342,5:38:36 PM,247,113.27,7
1370,2:20:50 PM,119,13.97,1
1370,9:29:13 AM,105,94.17,2
1370,9:34:28 AM,224,95.65,3
1370,12:16:32 PM,318,104.11,4
1370,3:29:05 PM,501,69.98,5
3649,7:14:51 PM,82,29.92,1
3649,4:17:28 PM,77,60.38,2
3649,9:31:53 AM,356,61.79,3
512,8:10:58 PM,77,24.06,1
512,10:32:04 AM,107,75.73,2
512,8:30:30 PM,131,141.33,3
512,6:01:48 PM,433,57.2,4
20,4:38:06 PM,106,47.42,1
20,11:39:21 AM,22,46.0,2
20,12:39:37 PM,269,88.96,3
20,3:47:57 PM,118,198.43,4
4600,6:05:20 PM,108,38.99,1
4600,5:50:17 PM,197,43.15,2
4600,7:28:15 PM,296,112.3,3
4600,5:26:12 PM,46,135.08,4
880,6:31:52 PM,73,13.44,1
2346,12:41:29 PM,26,48.33,1
2346,2:57:55 PM,173,75.75,2
2346,2:04:31 PM,271,109.16,3
2346,1:55:29 PM,433,122.83,4
2346,5:08:08 PM,300,194.95,5
2280,3:17:36 PM,56,20.84,1
2280,12:37:46 PM,117,43.59,2
2280,5:51:09 PM,348,145.82,3
2280,2:05:40 PM,122,101.7,4
1393,10:22:56 AM,33,47.28,1
1393,1:46:43 PM,118,72.24,2
1472,10:19:00 AM,115,43.36,1
1472,8:47:04 PM,143,21.26,2
4137,12:25:20 PM,28,29.14,1
4137,1:06:01 PM,113,66.04,2
4137,12:58:51 PM,288,36.43,3
1708,2:18:01 PM,95,11.36,1
1708,1:27:36 PM,30,62.55,2
1708,3:48:03 PM,149,51.35,3
1708,12:59:35 PM,423,49.86,4
1708,4:34:11 PM,326,196.87,5
1708,7:53:52 PM,202,282.14,6
1708,1:23:36 PM,183,315.99,7
3733,5:33:47 PM,87,40.17,1
3733,10:17:32 AM,73,87.54,2
3733,12:39:18 PM,117,139.53,3
990,8:34:14 PM,110,26.05,1
990,3:23:53 PM,137,28.69,2
990,10:15:55 AM,253,34.04,3
990,12:11:13 PM,158,98.14,4
990,2:26:57 PM,528,146.48,5
990,9:08:34 AM,717,94.39,6
3020,10:16:12 AM,47,47.66,1
3020,2:18:20 PM,209,45.92,2
3020,1:43:07 PM,210,67.48,3
3020,10:57:06 AM,236,147.63,4
3020,12:30:24 PM,212,52.17,5
3020,1:31:39 PM,75,131.97,6
4442,1:47:37 PM,51,23.01,1
4442,9:22:55 AM,180,27.69,2
4442,6:02:23 PM,58,68.02,3
4351,2:40:55 PM,89,27.93,1
3828,9:21:21 AM,116,48.65,1
3828,4:11:45 PM,55,79.58,2
3828,4:40:02 PM,317,77.81,3
3828,12:45:12 PM,239,171.13,4
3828,11:57:48 AM,558,58.85,5
3899,1:59:23 PM,39,38.43,1
3899,9:16:06 AM,195,61.0,2
3899,5:21:26 PM,131,142.61,3
3899,12:08:05 PM,471,113.08,4
3973,10:38:03 AM,102,18.28,1
3973,4:00:17 PM,94,83.91,2
2808,11:47:47 AM,93,30.3,1
2808,5:20:00 PM,102,24.44,2
2808,3:32:40 PM,172,52.06,3
2808,10:34:15 AM,416,119.92,4
2808,11:54:12 AM,440,237.71,5
2808,5:57:28 PM,623,60.32,6
2808,3:42:24 PM,708,116.89,7
1640,11:02:36 AM,85,45.06,1
1640,7:09:07 PM,122,38.69,2
1640,9:18:12 AM,85,73.65,3
2687,3:30:44 PM,10,24.72,1
2687,9:19:14 AM,222,64.98,2
2687,5:10:38 PM,167,148.38,3
2687,12:09:47 PM,337,106.01,4
2687,10:09:14 AM,119,145.04,5
2687,3:32:51 PM,176,135.26,6
3275,7:53:06 PM,74,23.42,1
3275,2:10:45 PM,160,72.05,2
3275,11:08:30 AM,156,104.95,3
3275,1:44:28 PM,124,151.88,4
1444,10:17:32 AM,102,40.96,1
1444,10:57:23 AM,26,35.64,2
4952,2:55:07 PM,82,49.68,1
4952,4:23:08 PM,45,87.53,2
4952,2:40:28 PM,230,132.62,3
4952,1:48:44 PM,474,67.35,4
4952,4:24:14 PM,315,176.53,5
4952,10:30:53 AM,450,270.05,6
1550,3:09:20 PM,64,13.46,1
1550,7:17:54 PM,232,65.51,2
357,11:39:42 AM,97,41.94,1
357,11:03:53 AM,218,46.02,2
357,12:05:19 PM,181,52.6,3
357,12:46:17 PM,463,110.42,4
3724,5:48:24 PM,63,13.64,1
3724,6:14:58 PM,237,28.78,2
3724,11:28:33 AM,136,63.45,3
3724,1:38:05 PM,469,82.01,4
1006,11:20:33 AM,47,31.64,1
1006,12:56:05 PM,39,95.11,2
3932,6:11:03 PM,90,28.54,1
3932,2:12:05 PM,21,90.17,2
3932,2:11:24 PM,128,114.56,3
3932,2:10:30 PM,127,87.17,4
3932,9:56:42 AM,290,203.63,5
1343,2:58:06 PM,43,24.4,1
1343,6:02:08 PM,173,30.72,2
307,4:43:12 PM,48,47.74,1
307,6:36:10 PM,168,78.52,2
307,5:46:25 PM,357,143.4,3
307,4:21:57 PM,317,175.48,4
307,2:08:18 PM,321,51.22,5
307,1:44:18 PM,670,279.31,6
4317,4:16:40 PM,15,42.74,1
4317,6:35:25 PM,121,93.69,2
4317,6:02:30 PM,261,117.19,3
4317,2:44:20 PM,131,178.02,4
4317,1:32:56 PM,383,242.27,5
4317,6:11:04 PM,260,228.98,6
4317,6:02:09 PM,150,245.49,7
3992,3:38:50 PM,100,48.61,1
3992,12:11:08 PM,96,78.08,2
3992,9:34:10 AM,346,138.5,3
3992,2:19:29 PM,316,94.78,4
3992,6:36:24 PM,235,114.6,5
3315,12:20:02 PM,107,36.7,1
3315,8:12:00 PM,94,88.33,2
3315,6:07:18 PM,307,111.91,3
3315,2:48:16 PM,287,155.49,4
3315,8:34:04 PM,346,137.01,5
1665,4:04:01 PM,80,40.91,1
1665,10:50:07 AM,95,66.16,2
1665,5:41:09 PM,314,37.22,3
1665,4:08:08 PM,480,116.28,4
1665,3:56:51 PM,419,237.52,5
1665,11:14:47 AM,85,215.57,6
1420,7:52:37 PM,53,17.07,1
1420,8:04:26 PM,132,93.72,2
1407,2:16:32 PM,27,39.58,1
1407,6:15:46 PM,222,26.22,2
1407,11:38:17 AM,70,40.85,3
1407,12:28:05 PM,120,163.45,4
1407,11:03:43 AM,442,210.39,5
1407,6:17:25 PM,221,133.83,6
1486,6:22:21 PM,27,29.6,1
348,5:51:06 PM,73,41.33,1
348,12:58:06 PM,193,68.62,2
348,7:28:48 PM,164,125.83,3
348,7:29:31 PM,200,134.88,4
2707,6:51:36 PM,91,13.22,1
2707,4:53:06 PM,232,21.32,2
2391,3:52:23 PM,100,38.09,1
2391,2:33:50 PM,193,31.52,2
2391,10:43:42 AM,133,86.48,3
2391,5:01:46 PM,85,79.85,4
2391,11:10:58 AM,272,71.52,5
3339,2:50:33 PM,113,15.71,1
3339,6:09:53 PM,69,61.06,2
1647,6:52:43 PM,61,10.25,1
1647,3:10:20 PM,78,54.22,2
1647,10:51:24 AM,133,46.53,3
1647,9:34:36 AM,190,107.47,4
1623,4:10:45 PM,95,33.33,1
1623,4:50:57 PM,160,20.42,2
3084,7:09:20 PM,79,22.8,1
3084,3:33:12 PM,28,60.18,2
3084,5:18:02 PM,100,116.01,3
3084,7:29:21 PM,179,55.42,4
3084,1:46:05 PM,309,169.62,5
3084,12:13:07 PM,696,88.91,6
3075,3:33:10 PM,23,22.91,1
3075,4:51:52 PM,102,48.26,2
3075,5:57:43 PM,218,58.76,3
1018,12:43:05 PM,60,24.7,1
1018,3:19:24 PM,159,57.6,2
1018,12:40:17 PM,50,92.82,3
1018,1:14:01 PM,424,114.84,4
3722,6:52:39 PM,26,19.2,1
3722,4:14:36 PM,240,57.87,2
3722,1:36:12 PM,245,53.02,3
3722,3:44:10 PM,354,59.19,4
3722,6:55:07 PM,174,200.06,5
3722,1:07:32 PM,242,163.39,6
3722,5:16:56 PM,442,280.69,7
2910,6:36:54 PM,35,36.09,1
2910,12:51:09 PM,101,42.42,2
2910,8:46:46 PM,165,39.2,3
2910,12:06:53 PM,236,113.17,4
4981,4:14:36 PM,88,15.73,1
4981,7:31:25 PM,167,67.94,2
4981,10:06:11 AM,59,36.83,3
4981,5:24:23 PM,415,152.85,4
2391,9:06:19 AM,17,38.26,1
2391,4:02:23 PM,144,89.13,2
2391,7:17:49 PM,82,49.82,3
2391,11:35:26 AM,428,197.91,4
2391,11:43:19 AM,294,184.23,5
2867,3:02:29 PM,62,20.13,1
2867,10:26:46 AM,172,54.19,2
2249,4:17:57 PM,49,16.2,1
2249,9:03:54 AM,228,82.98,2
2249,11:08:10 AM,194,70.44,3
2249,5:45:43 PM,389,53.46,4
2249,12:04:01 PM,409,61.58,5
1921,3:31:17 PM,66,40.35,1
1921,5:02:59 PM,116,20.3,2
1921,3:22:22 PM,72,148.03,3
1921,3:18:24 PM,272,105.33,4
1921,10:52:26 AM,134,182.99,5
1659,1:45:20 PM,102,45.76,1
1659,12:07:07 PM,141,55.67,2
1659,12:06:53 PM,315,148.82,3
1659,9:19:02 AM,308,65.29,4
1659,7:01:49 PM,586,130.63,5
4119,3:49:36 PM,113,30.98,1
4686,3:35:21 PM,103,26.55,1
3262,4:27:56 PM,103,28.63,1
3262,4:51:29 PM,90,56.39,2
3262,4:22:45 PM,32,33.41,3
3262,10:37:51 AM,140,128.76,4
3262,7:41:56 PM,288,137.87,5
3262,2:28:59 PM,201,122.67,6
3262,3:33:43 PM,559,183.26,7
1892,8:47:01 PM,98,26.67,1
1892,7:36:16 PM,129,55.99,2
1892,2:07:00 PM,119,77.77,3
1892,10:10:18 AM,401,131.92,4
85,6:53:30 PM,11,12.85,1
85,11:08:39 AM,171,40.22,2
85,7:12:10 PM,105,105.02,3
85,4:27:28 PM,92,81.87,4
2494,3:05:32 PM,83,24.33,1
3219,11:18:32 AM,64,19.21,1
3219,12:28:18 PM,173,72.46,2
3219,12:28:24 PM,307,34.69,3
3219,11:07:41 AM,414,186.67,4
3219,5:05:47 PM,352,52.39,5
3219,9:43:51 AM,297,93.83,6
3219,11:27:28 AM,721,244.43,7
3002,4:41:29 PM,64,41.78,1
3781,7:19:15 PM,17,43.55,1
3781,10:00:26 AM,200,78.02,2
3781,4:59:42 PM,291,111.4,3
1826,9:25:08 AM,54,39.39,1
1826,1:15:09 PM,71,88.87,2
1826,6:21:02 PM,72,92.97,3
1826,8:39:43 PM,203,181.17,4
1826,7:37:23 PM,169,100.86,5
946,5:13:22 PM,37,43.45,1
946,10:25:20 AM,35,71.97,2
946,9:52:52 AM,95,74.15,3
4553,6:06:00 PM,24,21.3,1
4553,2:45:39 PM,99,75.99,2
4553,12:38:04 PM,285,72.58,3
4553,8:19:03 PM,279,71.05,4
4553,3:19:41 PM,391,137.21,5
776,7:55:02 PM,100,25.94,1
776,8:40:02 PM,63,40.94,2
448,5:29:50 PM,76,24.44,1
448,6:09:54 PM,197,48.35,2
448,5:50:22 PM,33,91.38,3
448,11:16:13 AM,314,164.46,4
967,1:35:02 PM,20,42.96,1
967,5:03:58 PM,28,65.25,2
967,2:51:52 PM,96,43.32,3
967,10:13:00 AM,289,78.47,4
967,2:30:31 PM,505,91.44,5
967,6:40:48 PM,77,121.47,6
871,9:53:05 AM,57,10.34,1
871,12:13:37 PM,39,65.78,2
871,9:33:06 AM,122,61.56,3
871,11:06:24 AM,397,194.58,4
871,12:04:23 PM,430,194.63,5
871,4:58:44 PM,290,140.92,6
1467,9:27:45 AM,120,18.66,1
4601,2:00:38 PM,49,30.24,1
4601,12:34:53 PM,150,75.65,2
4601,5:37:57 PM,219,133.24,3
4293,5:35:57 PM,10,12.67,1
4293,10:28:27 AM,81,97.36,2
4293,2:53:48 PM,312,35.68,3
4293,4:06:02 PM,298,147.96,4
483,9:17:51 AM,19,13.48,1
483,6:50:35 PM,33,90.97,2
483,9:07:58 AM,72,117.46,3
483,3:36:58 PM,110,66.96,4
4165,6:50:49 PM,73,23.94,1
4165,5:47:22 PM,193,66.49,2
4165,11:23:49 AM,112,66.89,3
4165,1:19:25 PM,474,63.06,4
4165,2:43:43 PM,272,106.3,5
4165,8:28:45 PM,658,141.93,6
422,7:48:44 PM,88,39.09,1
422,6:08:10 PM,232,85.72,2
422,11:09:03 AM,88,121.41,3
501,5:43:47 PM,100,33.1,1
501,4:08:03 PM,191,34.9,2
501,7:34:04 PM,112,91.55,3
501,2:41:28 PM,375,190.91,4
501,2:09:33 PM,150,92.22,5
1448,7:47:51 PM,58,42.28,1
1448,6:45:35 PM,230,30.33,2
1448,10:24:19 AM,56,69.78,3
1448,11:34:38 AM,461,81.6,4
1883,2:17:29 PM,89,11.18,1
1883,12:13:46 PM,35,30.14,2
1883,8:35:46 PM,241,82.9,3
1883,6:58:35 PM,191,45.79,4
1883,12:31:16 PM,128,71.43,5
1883,9:40:57 AM,435,100.16,6
2248,6:10:27 PM,27,40.27,1
2248,10:21:30 AM,90,44.78,2
1351,11:49:34 AM,91,39.53,1
1351,6:28:22 PM,57,40.5,2
1351,1:34:19 PM,67,101.18,3
1351,4:01:15 PM,323,183.35,4
1351,10:06:39 AM,173,249.32,5
1005,3:29:42 PM,19,47.41,1
1005,11:12:23 AM,167,47.49,2
1289,11:21:57 AM,10,47.12,1
1289,8:09:01 PM,194,86.48,2
1289,4:18:29 PM,330,128.98,3
1289,1:01:25 PM,49,175.35,4
457,8:40:39 PM,81,34.84,1
457,2:49:08 PM,198,81.92,2
653,8:33:00 PM,17,34.53,1
653,4:56:12 PM,151,38.92,2
653,7:37:23 PM,63,117.1,3
653,2:13:02 PM,355,88.29,4
653,12:19:31 PM,494,210.39,5
4460,8:27:10 PM,86,37.9,1
4460,12:28:56 PM,183,98.3,2
4460,3:41:27 PM,283,146.98,3
4460,8:56:05 PM,129,111.8,4
4460,5:17:58 PM,155,221.13,5
3943,12:51:55 PM,74,13.89,1
3943,4:50:49 PM,90,79.15,2
3943,10:34:23 AM,335,147.71,3
3943,1:20:00 PM,323,56.28,4
3943,9:48:48 AM,493,143.18,5
3943,1:50:32 PM,244,67.12,6
3943,5:56:28 PM,428,140.1,7
1627,9:36:22 AM,35,19.81,1
1627,6:24:03 PM,88,67.4,2
1627,9:53:29 AM,337,99.32,3
1627,5:28:56 PM,227,167.44,4
1627,7:43:35 PM,539,177.1,5
1627,7:03:15 PM,151,196.5,6
4280,12:30:59 PM,93,40.11,1
4280,9:16:10 AM,98,24.43,2
4280,5:43:07 PM,301,32.54,3
4280,4:59:35 PM,114,189.42,4
4280,3:20:16 PM,120,127.94,5
4280,5:17:51 PM,204,212.05,6
4895,5:17:54 PM,25,12.3,1
4895,11:19:12 AM,162,63.05,2
4895,7:53:18 PM,53,54.93,3
4895,2:20:14 PM,145,196.92,4
4895,9:45:01 AM,177,157.91,5
4895,3:24:00 PM,642,114.96,6
799,6:52:35 PM,98,30.27,1
799,12:12:46 PM,222,77.9,2
799,7:01:01 PM,123,140.43,3
799,11:48:42 AM,63,178.38,4
799,11:14:24 AM,157,165.68,5
1883,5:15:11 PM,109,39.1,1
1883,9:54:53 AM,118,23.51,2
1883,1:26:59 PM,202,120.71,3
2194,8:51:21 PM,90,23.91,1
2194,7:49:29 PM,104,88.38,2
2194,2:11:12 PM,180,134.16,3
2194,9:15:10 AM,181,140.62,4
2194,9:56:29 AM,221,189.4,5
1366,8:15:24 PM,102,16.71,1
1071,2:55:09 PM,10,40.49,1
1071,9:22:43 AM,171,23.0,2
1071,12:08:31 PM,117,117.67,3
1071,2:07:06 PM,50,117.33,4
1071,6:08:30 PM,177,227.68,5
1071,6:55:21 PM,349,159.74,6
2375,12:35:13 PM,36,18.9,1
2375,12:55:10 PM,114,48.83,2
950,10:14:40 AM,15,27.38,1
950,4:24:01 PM,210,41.47,2
950,10:33:21 AM,130,122.9,3
950,5:20:14 PM,429,99.4,4
950,4:43:42 PM,492,216.43,5
950,12:13:37 PM,422,96.55,6
3050,8:44:13 PM,16,25.94,1
3050,5:52:54 PM,56,89.88,2
4250,2:53:49 PM,58,37.37,1
4250,7:48:21 PM,231,53.5,2
1717,10:46:27 AM,115,37.0,1
1717,3:16:55 PM,41,53.61,2
1717,4:34:30 PM,133,31.0,3
1717,8:26:37 PM,221,82.99,4
1717,5:33:58 PM,554,190.34,5
1717,4:58:08 PM,184,235.4,6
4918,11:25:12 AM,30,29.69,1
4918,2:38:24 PM,223,55.08,2
4918,5:14:22 PM,260,120.34,3
4918,5:55:57 PM,393,164.3,4
4918,2:19:27 PM,210,74.8,5
4918,6:41:55 PM,178,127.66,6
4918,2:51:47 PM,225,80.5,7
2846,11:37:09 AM,60,26.07,1
2846,10:04:40 AM,47,49.96,2
1859,9:56:46 AM,101,12.37,1
1859,10:28:20 AM,180,77.9,2
1859,5:20:01 PM,235,89.67,3
1859,3:44:45 PM,254,62.93,4
3937,1:47:34 PM,109,23.33,1
3937,5:24:02 PM,226,41.66,2
3937,11:23:11 AM,149,75.72,3
3937,3:01:10 PM,404,185.9,4
3937,9:05:18 AM,296,148.79,5
3937,12:14:27 PM,326,103.88,6
3860,5:02:40 PM,90,20.91,1
2548,10:52:39 AM,106,17.71,1
2548,8:28:31 PM,217,71.45,2
2548,3:10:25 PM,315,44.7,3
3371,6:24:42 PM,97,47.98,1
3371,10:54:15 AM,24,49.57,2
3371,6:16:44 PM,121,146.78,3
3371,2:34:32 PM,395,78.75,4
3371,3:36:04 PM,108,144.04,5
3371,6:49:48 PM,309,68.48,6
3371,3:27:51 PM,123,213.49,7
1507,3:55:27 PM,50,35.85,1
1507,7:24:28 PM,206,88.48,2
1507,1:57:22 PM,189,114.17,3
1507,9:46:40 AM,170,180.31,4
1507,11:50:48 AM,459,140.87,5
1507,1:16:04 PM,614,140.83,6
1507,7:30:00 PM,300,99.6,7
4923,3:12:44 PM,85,48.92,1
4923,1:06:11 PM,115,34.29,2
4923,6:08:07 PM,300,80.76,3
4923,9:55:58 AM,68,120.65,4
4923,2:12:24 PM,351,60.46,5
4923,4:27:01 PM,132,116.24,6
4923,11:47:53 AM,365,140.17,7
4593,12:31:49 PM,95,49.67,1
4593,8:09:59 PM,42,97.01,2
329,10:51:40 AM,106,31.44,1
329,7:39:12 PM,57,39.26,2
329,6:54:07 PM,66,134.3,3
329,9:55:43 AM,159,139.83,4
329,12:19:17 PM,252,137.5,5
1894,7:34:53 PM,91,22.73,1
1894,11:54:35 AM,85,77.73,2
1894,11:25:36 AM,212,107.67,3
1894,5:11:39 PM,267,66.71,4
1894,1:03:09 PM,433,86.47,5
1894,6:27:16 PM,444,241.26,6
3836,5:35:20 PM,51,28.11,1
3836,3:56:02 PM,34,85.59,2
3836,4:23:11 PM,299,72.4,3
3836,1:23:32 PM,95,76.94,4
3836,6:00:23 PM,357,74.63,5
3942,6:02:55 PM,116,44.51,1
3942,4:00:47 PM,41,79.67,2
3942,8:33:17 PM,101,132.35,3
3942,7:01:23 PM,127,153.59,4
1832,11:24:45 AM,32,17.49,1
1832,6:57:30 PM,153,58.1,2
1832,1:56:03 PM,321,113.0,3
1832,1:27:33 PM,43,58.76,4
4030,3:03:33 PM,57,48.18,1
4030,1:43:30 PM,140,36.51,2
4030,8:27:25 PM,311,66.99,3
4030,7:51:46 PM,414,188.46,4
4030,11:27:27 AM,320,152.66,5
4030,9:58:12 AM,284,274.58,6
3639,4:51:40 PM,100,12.31,1
3639,7:38:37 PM,205,54.85,2
3639,12:56:56 PM,267,81.2,3
3639,11:20:11 AM,327,154.63,4
3639,10:17:53 AM,379,249.05,5
3639,4:02:33 PM,451,201.84,6
2491,6:36:16 PM,29,30.4,1
2491,2:28:45 PM,166,42.95,2
2491,4:37:06 PM,178,72.16,3
2491,11:49:41 AM,277,192.65,4
2491,1:43:47 PM,320,240.55,5
4871,10:02:24 AM,21,44.93,1
4871,11:25:30 AM,233,30.32,2
4871,12:34:06 PM,331,56.67,3
4871,5:48:53 PM,224,70.74,4
4871,12:25:18 PM,520,172.37,5
4871,6:15:03 PM,186,240.56,6
4871,9:36:34 AM,683,136.16,7
4905,8:26:54 PM,61,40.01,1
4905,10:26:16 AM,195,38.34,2
4905,5:32:34 PM,232,138.23,3
4905,11:40:26 AM,46,148.96,4
4905,2:36:51 PM,208,97.04,5
545,12:11:06 PM,16,43.63,1
545,6:53:11 PM,29,31.38,2
545,3:40:52 PM,243,60.67,3
545,4:28:58 PM,291,172.84,4
3037,12:44:25 PM,65,31.26,1
3037,6:30:09 PM,189,24.76,2
3037,7:26:29 PM,238,48.06,3
3037,4:56:37 PM,211,49.4,4
3037,6:00:15 PM,337,111.3,5
3702,6:52:26 PM,116,49.88,1
3702,7:03:03 PM,215,81.77,2
3702,3:46:54 PM,202,83.28,3
3702,10:22:33 AM,388,53.52,4
3702,10:47:03 AM,289,65.22,5
3702,1:28:15 PM,401,99.1,6
4509,7:32:06 PM,78,11.04,1
4509,10:40:57 AM,111,34.91,2
4509,8:20:21 PM,208,140.83,3
4509,7:05:28 PM,377,40.22,4
4509,4:12:16 PM,482,177.44,5
4509,9:03:58 AM,446,276.49,6
3639,7:43:39 PM,28,18.99,1
3639,9:22:21 AM,225,38.83,2
3639,9:50:33 AM,65,143.7,3
3639,1:13:19 PM,114,168.92,4
3639,1:45:31 PM,263,216.11,5
3639,7:04:26 PM,152,166.3,6
3639,12:46:59 PM,238,104.98,7
1767,11:28:20 AM,66,30.04,1
1767,8:46:07 PM,183,61.64,2
1767,3:40:33 PM,85,67.37,3
1767,3:01:57 PM,301,44.53,4
4631,3:41:04 PM,84,15.73,1
4631,9:20:57 AM,142,69.75,2
4631,2:20:47 PM,35,146.78,3
4631,1:46:04 PM,307,99.71,4
4971,1:45:50 PM,48,23.36,1
4971,2:36:37 PM,72,22.9,2
663,12:20:43 PM,65,22.54,1
663,10:11:42 AM,108,83.22,2
663,12:50:43 PM,74,83.7,3
663,4:42:42 PM,452,60.03,4
663,9:33:32 AM,425,167.6,5
663,12:14:09 PM,454,88.17,6
663,6:24:18 PM,393,333.87,7
3665,3:19:19 PM,103,27.27,1
3665,4:27:55 PM,198,28.52,2
3665,1:51:06 PM,231,122.1,3
3665,11:51:24 AM,452,96.51,4
2286,3:17:41 PM,81,20.55,1
2286,3:25:25 PM,132,21.2,2
2286,3:52:44 PM,232,37.27,3
2286,11:06:02 AM,374,88.23,4
2286,10:00:01 AM,346,88.67,5
2286,7:31:38 PM,555,234.4,6
1331,3:36:18 PM,90,25.23,1
1331,4:43:02 PM,105,80.61,2
